,iql_op_2p_600,iql_op_2p_618,iql_aux_2p_804,sad_aux_op_2p_25018,sad_2p_9,iql_2p_7,vdn_aux_2p_971,iql_op_2p_6110,iql_aux_2p_800,sad_aux_op_2p_25000,vdn_op_2p_77111,sad_aux_op_2p_1,vdn_aux_2p_940,sad_op_2p_2525,iql_op_2p_610,vdn_2p_7110,vdn_op_2p_7711,iql_2p_424,sad_op_2p_2518,vdn_2p_770,iql_aux_2p_8110,iql_op_2p_621,sad_aux_2p_10,sad_aux_2p_20006,vdn_op_2p_7742,sad_aux_op_2p_25025,sad_2p_2007,sad_op_2p_2500,iql_aux_2p_810,iql_2p_210,sad_2p_1,vdn_2p_740,iql_aux_2p_8111,sad_op_2p_2519,iql_op_2p_620,sad_aux_2p_20007,iql_2p_224,sad_aux_op_2p_25024,sad_2p_2006,sad_op_2p_2501,vdn_op_2p_7772,sad_aux_2p_1,iql_aux_2p_811,vdn_2p_726,sad_op_2p_1,vdn_aux_2p_9112,sad_aux_op_2p_25019,vdn_op_2p_729,vdn_aux_2p_970,sad_aux_op_2p_25001,vdn_aux_2p_9141,sad_op_2p_2524,vdn_aux_2p_941,vdn_op_2p_7712,vdn_op_2p_727,vdn_2p_7140,vdn_2p_711,vdn_op_2p_7741,iql_2p_510,iql_aux_2p_8140,vdn_2p_720,sad_2p_2018,iql_aux_2p_840,sad_aux_2p_20019,sad_op_2p_2507,sad_2p_2000,sad_aux_2p_20001,iql_2p_111,sad_2p_2025,sad_aux_op_2p_25007,sad_aux_2p_20024,iql_2p_4,iql_op_2p_6140,vdn_aux_2p_910,iql_2p_288,sad_aux_op_2p_2,vdn_op_2p_77112,sad_op_2p_2,sad_2p_2024,sad_aux_op_2p_25006,sad_aux_2p_20025,vdn_aux_2p_9111,vdn_aux_2p_911,vdn_aux_2p_9142,iql_op_2p_700,iql_2p_488,iql_op_2p_612,iql_2p_310,vdn_2p_7141,vdn_2p_710,vdn_op_2p_7771,iql_aux_2p_8141,iql_aux_2p_841,sad_2p_2019,sad_aux_2p_20018,sad_op_2p_2506,vdn_2p_725,sad_2p_2001,iql_op_2p_710,sad_aux_2p_20000
iql_2p_224,10.5962,20.6098,17.9688,21.2804,1.0314,18.7186,19.5276,19.0126,19.3414,19.2052,20.6274,16.4354,20.1396,15.4094,4.4404,14.8782,10.5916,18.7864,15.2586,5.3026,19.3242,16.205,20.5664,18.0254,0.3432,17.9924,4.8442,13.989,18.7978,9.2602,15.4008,17.0256,18.581,13.3368,19.4686,17.9684,24.0484,19.9202,0.5146,13.9636,19.543,18.3078,18.7266,14.5278,13.9084,20.5938,19.5536,16.1576,20.0976,14.221,19.7218,15.7188,20.9822,15.6456,17.4132,14.3912,20.1678,3.5136,18.553,19.5302,12.7962,7.5996,19.7214,18.5714,0.3282,12.2498,18.4704,17.0622,0.284,20.7136,19.154,4.3282,19.2734,20.0436,18.6328,20.4838,19.1824,0.1978,10.901,18.0836,20.2354,19.995,18.9596,19.295,19.3978,19.6708,18.7274,15.6508,0.8676,17.9464,6.556,20.2468,19.9668,10.7472,20.429,0.0122,4.3932,13.4172,12.3212,20.4536
sad_aux_op_2p_25024,10.2154,20.3194,18.7104,22.3386,1.028,18.3216,21.6902,19.1524,21.963,22.4668,18.5166,15.386,21.7374,20.4166,5.5136,17.0386,9.4626,19.0136,16.0874,4.7516,21.7714,15.4708,18.4274,21.2808,0.115,21.9148,4.9066,15.1676,21.151,10.5484,14.2252,15.4892,21.98,17.2206,18.6078,21.4168,19.691,24.122,0.3506,12.678,19.3252,19.1322,20.1826,11.6448,10.0424,21.2594,22.7138,16.896,21.6972,17.2944,22.8584,15.5166,21.8676,14.207,20.5482,15.227,18.551,3.3036,15.8814,21.251,11.4376,7.8322,21.4596,21.2548,0.3468,9.2718,21.8222,16.7932,0.129,22.581,23.3848,5.3922,19.3232,21.232,17.0942,22.5916,18.3812,0.2002,8.785,21.7954,22.0848,21.5872,21.7248,22.742,18.2328,17.2064,19.5658,14.833,1.3504,18.674,4.4432,20.86,21.888,6.589,21.5766,0.0012,2.426,15.7178,14.9744,21.7096
sad_2p_2006,0.485,0.5062,0.7558,0.2754,0.0536,0.3758,1.3522,0.5868,1.2514,0.4424,0.1644,0.5956,0.5758,0.1182,0.347,0.2014,0.1728,0.7014,0.0804,0.0248,1.2068,0.6708,0.2136,0.3992,0.0144,0.812,0.0,0.0488,1.5922,0.2378,0.0606,0.14,0.7974,0.1162,0.7576,0.7294,0.5192,0.3362,23.798,0.0342,0.2638,0.3768,0.644,0.0308,0.0294,0.68,0.6254,0.9662,0.8084,0.767,0.552,0.1102,0.5106,0.732,0.1848,0.7442,0.3016,0.0078,0.6192,0.985,0.0634,0.068,0.9684,0.5472,0.0184,0.0958,0.9694,0.632,0.0,0.2162,0.8998,0.096,0.4596,0.509,0.4268,0.7998,0.2428,0.0142,0.0232,0.3794,0.5136,0.8756,1.186,1.38,0.4014,0.1956,0.9274,0.8294,0.0252,0.746,0.105,0.8958,0.6134,0.0188,0.754,0.0,0.0244,0.0612,0.6364,1.2532
sad_op_2p_2501,3.6376,19.3508,16.3796,16.1202,0.406,10.5528,12.4982,14.943,15.8572,17.2672,15.764,14.078,15.7218,14.0636,1.731,17.9552,16.467,12.496,17.0568,1.7082,16.4606,18.402,12.5526,13.7882,0.1554,11.2978,0.9586,17.6248,14.4862,4.6538,17.5368,13.3762,14.749,14.6942,15.8956,15.9594,14.0752,12.5258,0.0402,23.2346,16.4594,14.5406,15.7696,11.5804,13.908,16.5586,15.6716,14.702,13.4216,13.0456,13.873,11.9274,16.873,6.6598,14.9002,8.3526,15.5752,2.8036,19.692,12.3998,13.129,6.1654,16.1572,16.412,0.0018,19.508,16.4554,14.2254,0.0456,15.9218,12.1588,3.936,12.341,15.4052,16.265,12.3386,15.5308,9.307,2.3384,15.2042,14.1062,16.2992,15.737,13.5554,14.8922,15.2402,16.948,20.3744,0.1436,17.819,6.4774,13.0164,15.422,18.1148,14.7984,0.0,2.1104,13.428,8.3264,17.9904
vdn_op_2p_7772,13.112,22.0312,18.5666,19.6732,1.7212,16.9774,19.3132,21.1256,20.677,20.635,20.1936,17.757,21.3458,19.3568,4.1004,21.8118,17.387,19.1724,19.7106,5.287,20.3286,18.9304,17.513,18.784,0.2996,19.5422,7.4164,19.447,18.27,11.6586,19.61,19.884,19.8618,15.5272,22.5776,20.649,19.5236,19.6584,0.2694,16.305,23.9834,21.8266,19.1862,15.9256,13.0376,19.542,19.7122,16.1262,20.0512,14.7798,20.2684,18.7642,21.2808,10.106,17.532,12.5788,19.0442,4.8268,20.4146,20.2028,13.1492,13.8992,19.4982,19.2868,0.1088,15.6116,19.7924,20.8834,0.1628,19.9382,18.5482,7.1982,21.2136,18.995,21.187,20.692,22.4998,0.155,11.3416,19.6528,20.1156,20.7172,20.3662,20.3232,22.0804,21.1726,20.9326,19.923,0.6372,21.6438,8.8664,18.65,20.5046,12.497,19.382,0.0,3.4296,13.6946,17.1734,21.0964
sad_aux_2p_1,11.2858,22.088,17.8522,18.9402,0.689,16.8766,18.9848,19.8674,20.7664,20.0024,18.2102,16.328,21.2508,19.3366,3.376,21.2566,15.0394,17.3544,17.0036,4.0316,20.0644,18.2746,17.2312,18.4414,0.1496,20.2738,4.0354,16.891,16.5892,11.2588,17.2944,18.25,18.8918,14.0682,22.0632,20.4882,18.003,19.292,0.3118,14.5288,21.9064,24.0672,18.8174,13.2924,12.114,17.641,18.6038,13.7112,19.9134,12.9948,19.7278,20.687,20.5876,11.6768,17.2118,9.7118,17.3914,2.2684,18.32,19.6974,12.0,9.3912,17.6478,17.1346,0.0604,11.5522,20.1278,20.9814,0.2086,18.043,18.0084,4.584,21.3724,17.5902,18.9538,20.718,21.4032,0.3086,8.5874,19.0868,18.753,19.7406,21.1856,20.7,22.0574,19.674,21.1264,17.2112,0.3312,20.6504,5.746,18.3248,20.7464,8.296,16.1994,0.0018,1.4316,11.71,18.2678,19.5382
iql_aux_2p_811,12.9852,19.3694,18.537,20.729,1.8422,18.3798,21.456,18.7762,21.2916,20.2212,17.9118,19.0012,22.1354,19.2514,6.6846,16.9132,12.0056,18.941,13.8318,3.5682,20.3668,17.1864,18.6576,21.622,0.6406,21.9292,4.4122,12.5456,20.2476,11.9212,17.0666,17.28,20.4262,14.3206,18.9012,20.2224,18.5074,20.1868,0.6662,15.6162,19.3194,19.0604,22.9326,7.831,8.674,21.2918,19.951,17.5934,22.4054,17.1282,21.446,14.3124,20.6042,15.3874,19.199,16.1126,17.4766,5.4956,17.4806,22.1942,11.9384,9.2028,20.8676,20.57,0.22,11.6456,19.7506,17.5422,0.3252,19.9914,20.7836,9.5186,18.7648,22.134,15.89,21.4636,18.5522,0.2368,11.6478,20.697,21.4396,21.2132,20.9428,20.3194,18.3318,16.8148,19.7494,15.1002,1.8836,19.4638,7.6346,21.6408,21.0374,8.2958,20.013,0.0084,4.2756,12.2842,16.9066,21.3304
vdn_2p_726,6.168,15.2586,12.2626,15.0922,0.1128,8.9178,12.2046,14.5556,13.6306,14.4586,16.3522,10.5284,13.8104,8.8766,1.43,14.2466,10.8376,11.3456,14.7006,0.6824,15.516,11.645,12.5078,9.1162,0.0312,11.8568,2.5094,13.9706,14.6434,6.9782,9.9462,13.1902,13.3756,9.604,15.443,14.7604,15.0916,12.6214,0.0474,11.88,16.246,13.6666,7.6416,23.7298,12.6022,14.1752,15.9516,10.4688,11.434,8.4864,13.8282,13.6286,15.1244,9.4912,9.3012,7.0392,17.8416,3.5004,14.2116,12.5458,4.0518,4.563,13.6868,13.5304,0.0726,11.8816,14.3382,13.2776,0.0272,15.9382,11.8218,2.0196,14.6732,12.7762,18.437,14.766,15.6652,0.2092,3.0308,13.8574,14.7244,16.3646,14.0174,13.4982,16.0848,15.7406,14.4504,15.0554,0.2376,12.8472,5.6132,12.2196,12.9606,8.0936,16.831,0.0,5.53,8.2976,7.5896,16.693
sad_op_2p_1,2.677,14.8618,12.947,15.656,0.4882,10.0114,10.9404,15.8866,12.821,15.6716,13.5594,9.0656,13.794,10.0148,1.1484,14.1218,11.3428,12.494,15.9596,1.219,13.1836,12.3926,15.7886,10.1028,0.0288,9.0062,1.0414,15.8214,12.7548,3.3558,10.4382,10.3812,12.1814,11.6258,14.4498,14.4446,14.5012,11.3112,0.0316,14.2402,13.933,12.3992,9.3588,12.962,23.785,15.3704,15.2172,10.4634,11.415,7.4848,10.5662,9.1158,15.6374,5.0076,10.5844,8.5824,16.188,1.2776,18.882,12.2512,7.559,1.8268,13.8224,12.1902,0.0016,18.5542,16.4196,12.9524,0.0296,14.4134,10.1752,2.412,12.9306,11.8126,14.5346,11.7898,15.4838,7.7232,1.5282,10.7794,14.005,13.7004,13.3092,12.3042,13.3296,15.8112,13.4308,18.174,0.1,14.3256,3.4602,12.8316,14.0996,15.2342,15.012,0.0,2.181,10.5846,6.0458,15.3694
vdn_aux_2p_9112,11.4618,20.1198,18.5158,22.4812,1.283,18.8794,22.5936,19.6844,20.9084,21.548,20.5234,19.4908,21.9446,18.1424,4.6092,16.8496,9.59,20.032,17.3018,6.0562,21.3938,16.6296,22.3066,20.7028,0.4876,20.8736,7.2424,16.409,20.9142,10.4104,16.3546,16.9818,20.7612,17.2392,18.8132,21.2118,20.6748,21.1544,0.796,16.4716,19.3458,17.4594,21.2714,13.56,13.8228,23.8738,21.8176,17.5116,21.8308,16.1652,21.512,14.9142,22.4522,16.3192,19.9138,15.062,20.3552,4.9394,18.4796,21.3006,11.7378,7.0868,22.7544,21.6138,0.3188,14.6126,20.115,16.4842,0.3614,21.4932,21.8762,7.4544,19.2176,21.6492,17.484,22.2746,18.8272,0.1952,14.2524,21.2352,20.8212,20.4334,20.9526,19.6392,18.075,17.8578,18.9738,16.2516,1.107,19.3738,6.1368,21.9988,21.3958,9.2604,21.5718,0.0014,4.0682,16.2554,13.5062,22.6106
sad_aux_op_2p_25019,9.8742,19.344,19.668,22.7586,1.6842,17.4748,20.8864,19.221,21.8466,22.9612,19.1576,15.9842,21.718,18.3292,4.1134,17.6692,10.4672,18.2784,19.1144,5.8108,22.066,15.6338,19.2614,20.984,0.1224,19.7574,7.249,17.926,21.3238,8.2038,15.3656,15.8312,22.0302,18.9324,17.8486,21.819,19.5394,22.8622,0.659,15.623,19.5548,18.5452,19.8014,15.5282,14.5066,21.7474,23.6262,14.758,21.5352,15.1818,22.1654,14.4646,22.2434,13.2596,19.8866,13.5306,19.306,4.5194,16.9004,20.9454,10.7118,7.2616,21.6752,21.7118,0.3148,15.6882,22.2954,16.398,0.1378,23.2764,21.9068,5.506,17.5458,21.3588,17.3912,22.0978,18.4934,0.4456,9.3716,21.6366,21.9572,21.6776,21.7178,22.0836,17.5626,16.7086,18.4062,16.0828,0.8892,18.8694,4.7752,20.9126,21.7482,6.5024,21.8814,0.0,3.111,17.478,12.7204,21.9646
vdn_op_2p_729,5.6674,17.3796,18.1006,16.4346,1.4488,15.2082,18.303,16.203,16.6304,15.0934,16.1284,17.494,16.7958,14.7852,3.8408,13.3576,10.4976,16.635,8.2536,3.4382,16.4866,16.6514,14.0734,14.305,1.1768,16.3984,0.6872,7.8238,16.7666,8.7888,11.8282,13.6168,16.4676,9.5286,15.0086,14.4542,15.8598,16.5384,0.8162,14.5892,15.837,13.2344,17.2738,9.952,9.9758,17.2176,14.0626,24.1592,17.2822,20.196,17.6018,12.6842,16.2252,15.1668,17.8034,14.063,16.9294,6.5872,16.1252,15.8874,13.9106,4.9926,16.207,15.6612,0.3514,11.0878,16.793,13.8248,0.1612,14.1974,17.887,4.1532,17.9552,17.7734,14.541,16.3584,15.086,5.6966,3.332,13.3664,15.1552,17.6718,17.9326,17.2968,15.1002,13.7044,16.0258,15.8026,0.827,16.0498,8.591,16.8808,16.8454,7.9692,15.1176,0.1012,6.0616,8.9856,12.5018,17.3428
vdn_aux_2p_970,11.0132,20.0788,18.8034,21.778,1.4076,18.7618,22.5628,19.7312,23.0316,21.2504,18.5206,19.188,23.2586,19.9444,6.1512,17.3994,9.5702,20.1064,15.7174,6.7782,21.616,17.0476,19.7572,22.0712,0.7164,22.7548,5.1084,14.58,19.9232,11.4446,14.588,17.9416,20.4988,16.5486,18.9734,20.1096,19.7116,21.7454,0.8082,13.2526,19.86,19.9856,22.3,10.6628,10.3014,21.843,21.4414,17.7416,24.2558,15.9722,22.3712,15.7696,22.4984,16.442,20.283,16.113,18.674,4.7014,15.719,22.4632,12.7792,6.9106,21.0748,20.0394,0.5266,11.6838,21.371,17.04,0.629,21.0568,21.6778,7.1724,19.7914,21.9008,16.7264,22.801,19.0032,0.9246,10.3322,21.4224,23.0012,22.5732,22.0174,22.3466,19.1654,16.9934,20.0752,15.595,1.1848,18.8928,5.5558,23.4154,22.0888,6.1528,21.0764,0.0086,3.1166,14.0918,16.8504,22.3022
sad_aux_op_2p_25001,5.8092,15.912,19.5462,15.5818,1.6158,15.0054,16.7694,14.9628,16.2,15.3454,13.4358,17.2732,17.114,13.0706,6.3542,12.619,10.0786,14.4682,8.1282,2.9718,16.9322,14.9782,11.1834,11.293,0.4474,16.8098,0.0862,8.6244,17.616,9.6044,10.8146,11.8246,16.8088,8.4018,14.3706,12.91,13.5738,16.814,0.7148,12.5554,14.357,12.6874,17.0438,7.8926,7.4074,15.788,14.7918,20.1102,15.5908,23.4874,18.1632,10.9632,15.2992,10.8604,14.604,11.4262,13.2176,4.1766,14.3626,15.338,11.5296,2.759,15.6064,15.3284,0.333,9.4932,15.3674,14.1846,0.2604,13.3716,19.6124,6.039,15.9086,17.2352,13.1744,15.337,13.0524,1.6692,1.2642,14.8302,12.2534,16.5194,17.4578,14.4038,15.3468,13.2396,15.4828,14.4984,1.667,13.5758,8.141,15.3212,15.902,7.1424,12.4832,0.0128,3.1358,7.6912,13.3092,16.129
vdn_aux_2p_9141,11.661,20.2558,19.1612,22.171,1.3528,18.2952,22.1514,19.636,22.2068,21.5512,19.4822,18.6536,22.7068,19.4834,6.064,17.1458,9.5906,19.3862,15.4894,4.4578,21.7906,16.7468,18.6256,20.3522,0.3588,22.9854,4.358,14.0238,21.6746,12.3416,14.7816,15.9996,22.0506,14.495,18.7984,21.0758,19.4954,22.7686,0.4198,13.5904,20.0828,19.5278,21.1516,13.358,8.9652,21.352,22.0238,17.643,22.2684,18.256,24.156,17.3516,21.7694,15.9562,20.3028,15.0358,19.7924,5.144,16.1204,22.4824,10.8852,9.298,20.8474,20.9564,0.6138,10.3324,21.8286,17.4002,0.2462,21.7732,23.3128,6.2014,20.6294,22.075,17.8108,23.5348,19.1634,0.3812,10.363,22.2456,22.4944,22.629,22.3728,22.2808,19.1626,17.9178,19.3652,15.6214,1.6238,19.2348,7.3622,21.818,22.229,7.6858,21.489,0.006,3.6326,13.6212,14.9882,21.5844
sad_op_2p_2524,8.4976,20.6444,11.6238,13.4008,0.7266,13.9572,17.02,18.2106,16.2104,15.0768,16.462,11.3194,17.5594,17.2918,2.98,19.4824,13.124,15.216,15.7524,1.8378,15.2156,14.7578,15.206,14.0066,0.0542,17.4228,2.38,14.7478,13.1978,6.913,16.3108,15.0936,13.544,9.9648,21.2964,16.4674,15.26,16.0334,0.143,12.0226,18.568,20.6452,13.4194,12.9294,8.0858,14.355,14.189,12.9286,15.4662,11.4862,16.61,24.0786,17.5608,6.4514,13.4506,9.6112,16.5336,1.9274,15.919,16.3998,7.2034,6.3066,14.1762,10.6432,0.0192,13.5752,12.9886,20.5976,0.0762,14.7442,16.1558,3.6782,21.0072,14.2516,19.578,17.9668,20.8348,0.0596,5.5036,13.4516,13.3848,16.273,16.956,14.7316,21.0724,17.6758,19.1884,18.0724,0.224,20.4582,8.2486,13.4574,15.0004,11.273,12.641,0.0018,1.6162,7.9454,15.2784,17.0598
vdn_aux_2p_941,12.213,21.168,19.447,21.7284,0.8616,17.539,21.5014,20.5754,21.6528,22.3698,19.8836,19.0862,22.827,18.9188,5.6132,18.2294,12.7798,20.0882,20.105,6.229,21.7462,18.2854,19.8202,19.8522,0.4232,20.937,8.7662,19.6622,19.9344,10.377,16.858,19.0084,20.2004,18.7344,20.7256,20.442,20.6948,21.7798,0.4768,16.6404,21.0258,20.3966,20.5084,14.3734,13.9544,22.4202,22.1782,16.5624,22.3432,15.383,21.7262,17.6138,23.907,15.1708,19.7434,14.1066,19.68,5.5258,18.6942,21.1044,11.6974,12.7416,21.4536,19.85,0.458,16.4846,20.7094,18.726,0.1896,21.8192,21.2192,6.625,19.9846,20.4228,18.0232,22.2462,20.5182,0.1718,10.6608,21.7912,21.65,21.1732,21.1448,20.6614,20.5096,19.1272,20.4722,16.9454,1.0294,20.3086,5.4476,21.9696,21.7838,14.8856,20.7408,0.0006,3.864,16.3374,16.0514,23.0522
vdn_op_2p_7712,4.7942,13.4632,13.6806,16.3002,1.0922,17.4512,17.105,13.833,15.9842,12.5022,11.0388,11.5758,15.1206,13.5866,2.0874,9.8324,5.7006,13.6344,5.713,1.8842,15.5888,12.9424,14.7688,14.1708,0.6182,14.4652,5.0468,6.2858,15.4278,5.78,8.4006,10.38,14.1396,8.3888,11.4434,13.726,15.6658,14.5814,0.5918,6.719,9.6412,11.569,15.2942,9.1696,4.1902,16.6062,13.4722,15.4076,16.6458,11.2068,15.8814,5.9488,15.5458,23.418,15.5528,18.767,12.9684,2.1772,13.1604,14.6988,15.2844,5.0052,15.8112,13.8452,0.048,5.3788,13.9178,12.3288,0.3316,15.2776,16.3468,4.319,12.7142,17.9968,13.5488,15.5706,11.7976,0.0548,10.1212,9.1742,14.934,15.9038,17.1298,15.78,10.9482,12.9454,16.0786,12.912,0.3524,14.021,7.0494,17.6868,16.335,4.428,15.9248,0.0248,2.5944,7.9534,12.674,13.9034
vdn_op_2p_727,7.8286,18.1736,17.6474,20.2744,1.2738,19.8144,20.5908,19.2588,19.522,20.4276,18.4864,14.8782,19.6662,21.614,3.06,16.7158,10.733,19.7734,14.9408,4.7176,19.3242,17.6604,18.7412,20.0632,0.1716,19.437,10.669,14.0964,19.264,5.8744,16.2232,17.2606,19.8232,20.2126,15.9696,19.678,17.134,20.6826,0.2312,14.9232,17.4264,17.2512,19.1942,9.1208,9.62,20.029,20.0082,17.9856,20.434,14.7878,20.3178,13.7704,19.7854,15.5846,23.9354,18.119,20.007,3.9008,16.0344,18.9252,16.1936,10.0444,20.027,20.4044,0.0544,13.947,21.055,14.6896,0.355,19.8826,19.8872,6.1138,16.9908,20.197,15.2512,20.1486,16.6458,0.0576,12.0948,18.5398,19.7976,20.5126,19.842,21.2804,14.7658,14.1356,20.5188,16.4448,0.6008,19.4006,5.073,19.205,20.815,10.8792,20.1964,0.0,3.2846,19.7206,16.2822,20.6198
vdn_2p_7140,6.1706,14.9678,14.829,16.5536,0.6786,17.7406,17.4582,15.2884,15.1728,14.5756,13.275,11.5598,15.1676,13.6652,3.0256,12.5052,4.216,14.8576,6.5994,3.651,15.2368,14.1768,16.064,14.9268,0.1118,15.8762,4.4864,8.3578,13.7824,4.5394,7.2512,10.3504,14.7046,11.5234,12.4418,13.6928,14.5478,15.2422,0.7514,8.6154,12.135,10.7286,16.0372,6.698,7.4756,15.3588,13.5704,14.1936,16.12,12.0314,14.9162,9.609,14.7298,19.2928,18.2828,24.1316,14.926,2.2834,12.4138,14.7004,12.7974,1.8916,14.5278,13.5854,0.2004,6.3956,16.9888,9.4174,0.2264,13.7346,14.7266,3.0694,12.8264,15.749,10.446,15.9768,12.3976,0.161,11.987,12.9042,12.4596,14.1428,17.7912,16.0846,11.9942,10.8114,17.1262,10.6158,0.5116,12.9286,5.0152,16.7964,17.1534,4.2534,12.1068,0.0108,2.3306,9.3614,12.134,13.5706
vdn_2p_711,10.9052,19.4728,16.8626,20.9198,2.3642,16.9354,18.5846,19.82,18.922,19.872,22.168,14.8222,19.1998,17.145,2.5132,18.7034,12.0222,19.3434,18.0458,5.1442,19.3062,16.4062,20.4976,17.6602,0.0904,17.1382,12.9408,17.569,18.9904,7.6,16.7638,15.7592,18.5544,16.3064,18.8246,19.304,20.2138,18.5972,0.2992,16.0572,18.8732,17.4536,17.7314,17.4438,14.8706,20.5624,19.5646,17.0246,18.757,13.432,19.9762,16.8636,19.886,13.6398,20.2776,14.9886,23.794,3.8922,18.3458,18.0634,14.1658,9.1154,18.6898,18.8648,0.0756,16.0246,20.0786,16.5436,0.0716,20.696,18.2958,5.9008,18.3076,19.0836,20.2448,20.0534,19.823,0.0614,13.3338,18.568,19.5334,20.1846,19.7732,19.3318,17.8088,19.5588,18.437,18.1904,0.2856,19.3938,6.035,19.6954,19.7808,12.8226,21.598,0.0022,4.9248,15.7064,11.1192,20.5108
vdn_op_2p_7741,0.4462,4.486,6.4782,3.1806,0.2084,2.2764,4.337,3.501,6.0034,5.0118,3.4652,4.1278,4.197,2.5912,0.3958,3.5254,1.9678,3.2354,1.8104,0.8958,6.3354,4.1074,1.277,3.2092,0.498,2.1442,0.0,1.0358,5.5886,0.5278,2.5656,2.8234,4.9592,1.9226,3.427,3.8982,3.4888,3.1938,0.008,3.0784,4.8292,2.1976,5.548,3.2022,1.2198,4.7914,4.9128,6.6856,4.6602,4.2358,5.0214,1.7172,5.9204,2.2376,3.8204,2.6092,3.7884,23.4184,4.0792,3.641,3.6568,1.2632,5.8036,4.5088,0.7708,2.1734,5.5164,2.9576,1.0356,3.4192,4.2938,1.1866,2.329,5.272,2.986,2.8204,3.1918,1.717,0.0286,2.8342,3.4986,5.1038,5.2634,4.649,2.527,3.1078,3.8426,4.719,0.9042,5.1292,12.6734,4.481,5.3302,1.6854,3.4034,0.0038,12.2582,1.8492,2.6272,5.9292
iql_2p_510,6.7124,20.8736,18.1084,18.046,1.3434,17.5688,16.6732,19.146,17.4402,18.8542,18.5134,15.2594,18.4972,16.7186,4.3682,19.6446,17.088,16.9286,17.964,3.2088,16.8306,20.2388,16.9284,14.4342,0.3312,15.4322,0.7604,18.359,16.8446,9.6638,17.8706,16.5388,17.1104,14.4308,20.8474,17.1154,18.3616,15.6814,0.5426,20.0312,20.3206,17.8018,17.545,13.6242,18.468,18.518,16.9108,16.1844,15.9016,14.4916,16.4668,15.5028,18.71,12.5028,15.7772,11.6788,17.975,3.9576,23.3824,16.6664,13.2424,4.9972,16.8196,16.6552,0.209,19.1266,17.307,18.2036,0.0792,17.9312,15.615,5.8612,18.5026,17.383,18.8752,16.1522,20.3676,10.5044,4.3378,16.1884,16.0152,17.8252,17.6674,16.5148,19.7316,19.3572,19.25,20.1026,0.3292,19.7858,8.59,15.92,17.9248,16.7202,16.6846,0.0102,3.3224,13.983,14.8702,19.0122
iql_aux_2p_8140,12.6702,20.251,18.3682,21.2744,1.8282,17.6188,21.8334,19.5052,21.8218,20.9602,18.2656,19.0536,23.0222,19.3494,5.7304,16.7502,10.3314,19.5428,16.479,6.163,20.4056,16.0994,18.9756,22.1396,0.963,22.61,5.7096,15.4932,20.7466,12.9094,17.5978,16.8186,21.1444,14.9968,19.3078,20.9394,19.0276,21.0848,0.9802,12.4726,20.1182,19.5708,22.1338,11.9022,11.261,21.3286,20.8876,16.2038,22.533,15.3764,22.6578,17.0216,21.2448,14.46,18.8562,14.4716,17.8754,4.0474,16.6454,23.889,9.9454,8.834,21.3006,21.0722,0.5808,9.9978,20.0136,18.289,0.5118,21.1586,21.7162,6.9884,20.3804,22.704,18.0358,22.6544,19.5792,0.4202,10.9734,21.1236,22.8692,22.1076,20.8458,21.1282,19.7784,18.5616,19.4006,15.128,1.7216,19.1548,5.9358,22.1198,21.1148,6.9904,20.4626,0.0154,2.6354,13.199,16.0092,21.1002
vdn_2p_720,3.8178,14.9646,14.4648,13.1002,0.2588,18.2196,14.0238,13.8704,12.3538,10.6816,12.3272,11.55,11.8448,13.0304,4.1762,9.3144,6.562,13.1756,6.9914,1.8792,13.8632,17.2368,9.6914,9.9072,0.0988,12.213,0.4436,6.1508,13.1944,3.242,6.3,11.169,13.2044,13.0408,13.4378,10.456,12.7198,11.378,0.0476,13.2054,13.1036,11.836,11.6224,4.1408,7.3304,11.804,10.4392,13.8022,12.8802,11.9378,11.5458,8.044,11.8924,15.4152,16.3222,12.2866,14.5158,3.7854,13.9,10.281,24.0174,3.4474,13.348,15.4162,0.0992,7.8738,12.5668,9.5212,0.0616,11.8782,10.4726,3.5878,10.8838,13.4228,9.5612,11.1114,10.859,4.1362,4.187,12.314,11.8858,15.3408,11.148,14.1956,12.4472,9.925,16.7862,11.3822,0.2462,11.1968,3.699,10.548,13.6016,7.4618,12.4184,0.0,2.858,12.2702,12.419,14.0926
sad_2p_2018,3.517,10.3266,6.4272,7.6078,0.0584,9.5348,7.4094,8.8086,9.9216,10.29,8.2482,4.6674,11.4798,9.9158,0.7064,8.9512,4.4746,8.6824,6.943,1.7378,11.7846,5.68,5.0622,6.9918,0.0716,8.8338,1.8982,6.8368,7.9574,6.7372,8.7708,8.116,10.9384,5.2588,13.1672,7.4632,7.6414,8.959,0.0412,6.5058,13.7764,10.3828,10.651,4.295,1.8616,7.9214,7.901,5.567,8.8218,3.1732,10.2016,6.8612,12.8522,5.7382,9.84,1.9998,9.666,1.2814,5.8506,11.747,3.9474,23.8742,9.2116,10.612,0.0602,2.397,8.6936,8.3164,0.441,10.851,8.377,0.642,9.1564,13.5582,10.941,8.2082,12.1248,0.0464,2.493,9.5754,9.5092,12.0104,12.4226,9.067,12.4482,8.284,11.5868,6.0456,1.0718,11.3832,1.6298,9.0416,12.1292,2.0844,6.666,0.0056,0.5458,5.2736,9.1546,10.0974
